Date,Open,High,Low,Close,Adj Close,Volume,Day
2018-12-21,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7657890000,1320
2018-12-24,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613670000,1321
2018-12-26,2363.120117,2467.76001,2346.580078,2467.699951,2467.699951,4249740000,1322
2018-12-27,2442.5,2489.100098,2397.939941,2488.830078,2488.830078,4139010000,1323
2018-12-28,2498.77002,2520.27002,2472.889893,2485.73999,2485.73999,3728440000,1324
2018-12-31,2498.939941,2509.23999,2482.820068,2506.850098,2506.850098,3461920000,1325
2019-01-02,2476.959961,2519.48999,2467.469971,2510.030029,2510.030029,3733160000,1326
2019-01-03,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3858830000,1327
2019-01-04,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4234140000,1328
2019-01-07,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4133120000,1329
2019-01-08,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4120060000,1330
2019-01-09,2580,2595.320068,2568.889893,2584.959961,2584.959961,4088740000,1331
2019-01-10,2573.51001,2597.820068,2562.02002,2596.639893,2596.639893,3721300000,1332
2019-01-11,2588.110107,2596.27002,2577.399902,2596.26001,2596.26001,3447460000,1333
2019-01-14,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3689370000,1334
2019-01-15,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3601180000,1335
2019-01-16,2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3882180000,1336
2019-01-17,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3802410000,1337
2019-01-18,2651.27002,2675.469971,2647.580078,2670.709961,2670.709961,4009010000,1338
2019-01-22,2657.879883,2657.879883,2617.27002,2632.899902,2632.899902,3923950000,1339
2019-01-23,2643.47998,2653.189941,2612.860107,2638.699951,2638.699951,3358770000,1340
2019-01-24,2638.840088,2647.199951,2627.01001,2642.330078,2642.330078,3449230000,1341
2019-01-25,2657.439941,2672.379883,2657.330078,2664.76001,2664.76001,3821000000,1342
2019-01-28,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3630820000,1343
2019-01-29,2644.889893,2650.929932,2631.050049,2640,2640,3518070000,1344
2019-01-30,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3883270000,1345
2019-01-31,2685.48999,2708.949951,2678.649902,2704.100098,2704.100098,4953800000,1346
2019-02-01,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3782490000,1347
2019-02-04,2706.48999,2724.98999,2698.75,2724.870117,2724.870117,3369450000,1348
2019-02-05,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3597620000,1349
2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3486590000,1350
2019-02-07,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4114040000,1351
2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3649510000,1352
2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3395330000,1353
2019-02-12,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3843020000,1354
2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3684910000,1355
2019-02-14,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3845390000,1356
2019-02-15,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3648680000,1357
2019-02-19,2769.280029,2787.330078,2767.290039,2779.76001,2779.76001,3535270000,1358
2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3904830000,1359
2019-02-21,2780.23999,2781.580078,2764.550049,2774.879883,2774.879883,3598260000,1360
2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3429350000,1361
2019-02-25,2804.350098,2813.48999,2794.98999,2796.110107,2796.110107,3860260000,1362
2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3676200000,1363
2019-02-27,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3771790000,1364
2019-02-28,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4445780000,1365
2019-03-01,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941,3994950000,1366
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3949730000,1367
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3631380000,1368
2019-03-06,2790.27002,2790.27002,2768.689941,2771.449951,2771.449951,3800180000,1369
2019-03-07,2766.530029,2767.25,2739.090088,2748.929932,2748.929932,3932150000,1370
2019-03-08,2730.790039,2744.129883,2722.27002,2743.070068,2743.070068,3424300000,1371
2019-03-11,2747.610107,2784,2747.610107,2783.300049,2783.300049,3764850000,1372
2019-03-12,2787.340088,2798.320068,2786.72998,2791.52002,2791.52002,3432340000,1373
2019-03-13,2799.780029,2821.23999,2799.780029,2810.919922,2810.919922,3782250000,1374
2019-03-14,2810.379883,2815,2803.459961,2808.47998,2808.47998,3505670000,1375
2019-03-15,2810.790039,2830.72998,2810.790039,2822.47998,2822.47998,5969780000,1376
2019-03-18,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,3620770000,1377
2019-03-19,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,3650740000,1378
2019-03-20,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,3779160000,1379
2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3612620000,1380
2019-03-22,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,4253730000,1381
2019-03-25,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,3406110000,1382
2019-03-26,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,3288570000,1383
2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3422400000,1384
2019-03-28,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,3185460000,1385
2019-03-29,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,3752520000,1386
2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3560090000,1387
2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3267210000,1388
2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3570000000,1389
2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3038740000,1390
2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3155970000,1391
2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3056460000,1392
2019-04-09,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,3032480000,1393
2019-04-10,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3092230000,1394
2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2970650000,1395
2019-04-12,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,3726050000,1396
2019-04-15,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3114530000,1397
2019-04-16,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3403120000,1398
2019-04-17,2916.040039,2918,2895.449951,2900.449951,2900.449951,3648100000,1399
2019-04-18,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3507100000,1400
2019-04-22,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,3010130000,1401
2019-04-23,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3674480000,1402
2019-04-24,2934,2936.830078,2926.050049,2927.25,2927.25,3468480000,1403
2019-04-25,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3440010000,1404
2019-04-26,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,3264390000,1405
2019-04-29,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3150390000,1406
2019-04-30,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3939760000,1407
2019-05-01,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,3669330000,1408
2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3802290000,1409
2019-05-03,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,3357180000,1410
2019-05-06,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,3203260000,1411
2019-05-07,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,3793060000,1412
2019-05-08,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,3543110000,1413
2019-05-09,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,3659050000,1414
2019-05-10,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,3566780000,1415
2019-05-13,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,3900270000,1416
2019-05-14,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,3354860000,1417
2019-05-15,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3140900000,1418
2019-05-16,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,3338470000,1419
2019-05-17,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,3316040000,1420
2019-05-20,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,3293750000,1421
2019-05-21,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,3223050000,1422
2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3194000000,1423
2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3899320000,1424
2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2889230000,1425
2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4146980000,1426
2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3701110000,1427
2019-05-30,2786.939941,2799,2776.73999,2788.860107,2788.860107,3276030000,1428
2019-05-31,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,3982670000,1429
2019-06-03,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,3952360000,1430
2019-06-04,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,3814130000,1431
2019-06-05,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,3570760000,1432
2019-06-06,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,3445140000,1433
2019-06-07,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,3244380000,1434
2019-06-10,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,3209890000,1435
2019-06-11,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,3551000000,1436
2019-06-12,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,3039870000,1437
2019-06-13,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,3100640000,1438
2019-06-14,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,2992810000,1439
2019-06-17,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,2828400000,1440
2019-06-18,2906.709961,2930.790039,2905.439941,2917.75,2917.75,3441540000,1441
2019-06-19,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,3300220000,1442
2019-06-20,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,3943060000,1443
2019-06-21,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5003540000,1444
2019-06-24,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136960000,1445
2019-06-25,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3579430000,1446
2019-06-26,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3511350000,1447
2019-06-27,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3162500000,1448
2019-06-28,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5422650000,1449
2019-07-01,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3524860000,1450
2019-07-02,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3224490000,1451
2019-07-03,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963570000,1452
2019-07-05,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434680000,1453
2019-07-08,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2922360000,1454
2019-07-09,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3033330000,1455
2019-07-10,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3157800000,1456
2019-07-11,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3155710000,1457
2019-07-12,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2984140000,1458
2019-07-15,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2876100000,1459
2019-07-16,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3297030000,1460
2019-07-17,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3185650000,1461
2019-07-18,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3369820000,1462
2019-07-19,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3285890000,1463
2019-07-22,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3016200000,1464
2019-07-23,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3333810000,1465
2019-07-24,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3433220000,1466
2019-07-25,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3657050000,1467
2019-07-26,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3260170000,1468
2019-07-29,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3224490000,1469
2019-07-30,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3632770000,1470
2019-07-31,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4626330000,1471
2019-08-01,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4793810000,1472
2019-08-02,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3882810000,1473
2019-08-05,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4542850000,1474
2019-08-06,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4156640000,1475
2019-08-07,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4512720000,1476
2019-08-08,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4118530000,1477
2019-08-09,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3356850000,1478
2019-08-12,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,3328570000,1479
2019-08-13,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3857190000,1480
2019-08-14,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4325150000,1481
2019-08-15,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4041720000,1482
2019-08-16,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3524080000,1483
2019-08-19,2913.47998,2931,2913.47998,2923.649902,2923.649902,3221050000,1484
2019-08-20,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3067710000,1485
2019-08-21,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3016540000,1486
2019-08-22,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2893660000,1487
2019-08-23,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3942520000,1488
2019-08-26,2866.699951,2879.27002,2856,2878.379883,2878.379883,2859790000,1489
2019-08-27,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3537490000,1490
2019-08-28,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3102480000,1491
2019-08-29,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3177150000,1492
2019-08-30,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3009910000,1493
2019-09-03,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3427830000,1494
2019-09-04,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3167900000,1495
2019-09-05,2960.600098,2985.860107,2960.600098,2976,2976,3902600000,1496
2019-09-06,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3209340000,1497
2019-09-09,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4031120000,1498
2019-09-10,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,4393040000,1499
2019-09-11,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3934370000,1500
2019-09-12,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,3796990000,1501
2019-09-13,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3557010000,1502
2019-09-16,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4285860000,1503
2019-09-17,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,3673250000,1504
2019-09-18,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,3458800000,1505
2019-09-19,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,3265660000,1506
2019-09-20,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6103440000,1507
2019-09-23,2983.5,2999.149902,2982.22998,2991.780029,2991.780029,3187250000,1508
2019-09-24,3002.429932,3007.97998,2957.72998,2966.600098,2966.600098,3872800000,1509
2019-09-25,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,3331200000,1510
2019-09-26,2985.72998,2987.280029,2963.709961,2977.620117,2977.620117,3084910000,1511
2019-09-27,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,3246480000,1512
2019-09-30,2967.070068,2983.850098,2967.070068,2976.73999,2976.73999,3249130000,1513
2019-10-01,2983.689941,2992.530029,2938.699951,2940.25,2940.25,3560750000,1514
2019-10-02,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3914180000,1515
2019-10-03,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3515130000,1516
2019-10-04,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,3005600000,1517
2019-10-07,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,2959050000,1518
2019-10-08,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3370700000,1519
2019-10-09,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2735350000,1520
2019-10-10,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3234400000,1521
2019-10-11,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,3581320000,1522
2019-10-14,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,2559270000,1523
2019-10-15,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,3345090000,1524
2019-10-16,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3230320000,1525
2019-10-17,3000.77002,3008.290039,2991.790039,2997.949951,2997.949951,3103470000,1526
2019-10-18,2996.840088,3000,2976.310059,2986.199951,2986.199951,3268970000,1527
2019-10-21,2996.47998,3007.330078,2995.350098,3006.719971,3006.719971,3271960000,1528
2019-10-22,3010.72998,3014.570068,2995.040039,2995.98999,2995.98999,3527540000,1529
2019-10-23,2994.01001,3004.780029,2991.209961,3004.52002,3004.52002,3413600000,1530
2019-10-24,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,3696510000,1531
2019-10-25,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,3379060000,1532
2019-10-28,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,3524970000,1533
2019-10-29,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3594430000,1534
2019-10-30,3039.73999,3050.100098,3025.959961,3046.77002,3046.77002,3779660000,1535
2019-10-31,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,4149310000,1536
2019-11-01,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,3956290000,1537
2019-11-04,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,4178040000,1538
2019-11-05,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4490590000,1539
2019-11-06,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4465510000,1540
2019-11-07,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,4151990000,1541
2019-11-08,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,3508160000,1542
2019-11-11,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,3041120000,1543
2019-11-12,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,3495560000,1544
2019-11-13,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3513720000,1545
2019-11-14,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,3282090000,1546
2019-11-15,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3359800000,1547
2019-11-18,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3440140000,1548
2019-11-19,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3613670000,1549
2019-11-20,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4041010000,1550
2019-11-21,3108.48999,3110.110107,3094.550049,3103.540039,3103.540039,3744010000,1551
2019-11-22,3111.409912,3112.870117,3099.26001,3110.290039,3110.290039,3235270000,1552
2019-11-25,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3514310000,1553
2019-11-26,3134.850098,3142.689941,3131,3140.52002,3140.52002,4600450000,1554
2019-11-27,3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3035470000,1555
2019-11-29,3147.179932,3150.300049,3139.340088,3140.97998,3140.97998,1743420000,1556
2019-12-02,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3285750000,1557
2019-12-03,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3671580000,1558
2019-12-04,3103.5,3119.379883,3102.530029,3112.76001,3112.76001,3702980000,1559
2019-12-05,3119.209961,3119.449951,3103.76001,3117.429932,3117.429932,3360480000,1560
2019-12-06,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3483310000,1561
2019-12-09,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3400470000,1562
2019-12-10,3135.360107,3142.120117,3126.090088,3132.52002,3132.52002,3346310000,1563
2019-12-11,3135.75,3143.97998,3133.209961,3141.629883,3141.629883,3257650000,1564
2019-12-12,3141.22998,3176.280029,3138.469971,3168.570068,3168.570068,4003200000,1565
2019-12-13,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3757650000,1566
2019-12-16,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4070200000,1567
2019-12-17,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3842940000,1568
2019-12-18,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4029950000,1569
2019-12-19,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3784360000,1570
2019-12-20,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6457480000,1571
2019-12-23,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3064530000,1572
2019-12-24,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296530000,1573
2019-12-26,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2164540000,1574
2019-12-27,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2429150000,1575
2019-12-30,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3021720000,1576
2019-12-31,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2894760000,1577
2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3459930000,1578
2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3484700000,1579
2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3702460000,1580
2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3435910000,1581
2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3726840000,1582
2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3641230000,1583
2020-01-10,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3214580000,1584
2020-01-13,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3459390000,1585
2020-01-14,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3687620000,1586
2020-01-15,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3721490000,1587
2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3540580000,1588
2020-01-17,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000,1589
2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4104840000,1590
2020-01-22,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3623780000,1591
2020-01-23,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3766710000,1592
2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3708780000,1593
2020-01-27,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3831050000,1594
2020-01-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3531570000,1595
2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3600250000,1596
2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3790350000,1597
2020-01-31,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4529700000,1598
2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3760460000,1599
2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3996900000,1600
2020-02-05,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4121480000,1601
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3887250000,1602
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3733920000,1603
2020-02-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3462730000,1604
2020-02-11,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3762940000,1605
2020-02-12,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3930910000,1606
2020-02-13,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3500890000,1607
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3419700000,1608
2020-02-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3750400000,1609
2020-02-19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3614200000,1610
2020-02-20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4019180000,1611
2020-02-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3908780000,1612
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4851160000,1613
2020-02-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5596760000,1614
2020-02-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5484650000,1615
2020-02-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7064710000,1616
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8569570000,1617
2020-03-02,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6381330000,1618
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6376510000,1619
2020-03-04,3045.75,3130.969971,3034.379883,3130.120117,3130.120117,5073020000,1620
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5579290000,1621
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6555240000,1622
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8441290000,1623
2020-03-10,2813.47998,2882.590088,2734,2882.22998,2882.22998,7642040000,1624
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7431200000,1625
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8850810000,1626
2020-03-13,2569.98999,2711.330078,2492.370117,2711.02002,2711.02002,8299070000,1627
2020-03-16,2508.590088,2562.97998,2380.939941,2386.129883,2386.129883,7805450000,1628
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8370250000,1629
2020-03-18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8799300000,1630
2020-03-19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7956100000,1631
